chembl_id,smiles,pIC50
CHEMBL52076,Brc1cc(Nc2ncnc3c2cnc(N)c3)ccc1,8
CHEMBL3353397,Clc1c(-c2c3n(nc2)C=CC=C3)nc(Nc2c(OC)cc(N3CCN(C(=O)[C@H]4[NH2+]CCCC4)CC3)c(NC(=O)C=C)c2)nc1,2.2175274
CHEMBL3355886,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(OCCCCCCn2c([N+](=O)[O-])ncc2)c(OC)c3)c1,7.821023
CHEMBL3297891,N(c1nc(C)nc2oc(C)cc12)c1c2c(ccc1)cccc2,6.8380332
CHEMBL3219125,O=C(Nc1cc(N2C(=O)CN(C)C(=O)c3c2nc(Nc2c(OC)cc(N4CC[NH+](C)CC4)cc2)nc3)ccc1)C=C,8.0390539
CHEMBL3753532,O=C(Nc1ncccc1)Nc1cc(OC)c(OC)c(-c2nc[nH]c2)c1,7.6053734
CHEMBL7914,O=C1NC(=O)c2c1cc(Nc1ccc(C)cc1)c(Nc1ccc(C)cc1)c2,5.6020598
CHEMBL3114701,O=C(/C=C/C[NH+]1CCC(C)CC1)N1c2c(OCC1)cc1ncnc(Nc3cc(C#C)ccc3)c1c2,8.3010302
CHEMBL3818547,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)[C@H]2NC(=O)OC2)c(OC)c3)c1,8.9746943
CHEMBL94066,Brc1cc(Nc2ncnc3c2cc(NC(=O)C(=C)CN2CCOCC2)cc3)ccc1,6.9706163
CHEMBL3360604,Clc1c(F)ccc(Nc2ncnc3c2cc(OC)c(OCCCCCn2c([N+](=O)[O-])ncc2)c3)c1,9.2839966
CHEMBL4078026,Fc1c(N2C(=O)N([C@@H]3CN(C(=O)CC)CC3)c3nc(Nc4cc(C)c(N5CCN(C(=O)C)CC5)cc4)ncc3C2)cc(OC)cc1,6.8297381
CHEMBL1241492,Nc1ncnc2n(C(C)C)nc(-c3cc4nonc4cc3)c12,5.0809221
CHEMBL51265,Brc1cc(Nc2ncnc3c2ccnc3)ccc1,7.2924299
CHEMBL115440,Brc1cc(Nc2c(C#N)cnc3c2cc(NC(=O)C#CCOCCOC)cc3)ccc1,6.031517
CHEMBL1830264,S=C(N/N=C(/C=C/c1ccc(F)cc1)\c1ccccc1)N,4.7185121
CHEMBL3628796,Brc1cc(NC(=O)Nc2ccc(Nc3ncnc4c3cc(OC)c(OC)c4)cc2)ccc1,5.1129456
CHEMBL2385990,Clc1c(OCc2cc(F)ccc2)ccc(NC(=O)c2c(C)ccc(NC(=O)/C=C/C[NH+](C)C)c2)c1,6.3467875
CHEMBL3671545,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)CC([NH+](C)C)C)c3)cc1,6.4881167
CHEMBL3699611,Clc1c(Oc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)cc(N3CCOCCC3)cc2)nc1,8.2596369
CHEMBL3666714,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc(CNS(=O)(=O)C(F)(F)F)cc2)cc3)c1,7.4894552
CHEMBL1830274,S=C(N/N=C(/C=C/c1ccccc1)\c1ccc(C)cc1)N,6.4559321
CHEMBL74432,S(=O)(=O)(Oc1ccc(/C=C/[N+](=O)[O-])cc1)c1ccc(C(=O)NC)cc1,6.3979402
CHEMBL2442324,O=C(N1CCCCC1)c1cc(N2C(=O)c3c(OC)cc(OC)cc3C=C2)ccc1,5.6736641
CHEMBL4097770,O=C(CC)N1C[C@@H](N2C(=O)N(c3ccc(C)cc3)Cc3c2nc(Nc2cc(C)c(N4CC[NH+](C)CC4)cc2)nc3)CC1,6.4236588
CHEMBL2316149,O(C)c1cc(OC)cc(/C=C\2/C(=O)/C(=C/C3CCCCC3)/CCC/2)c1,5.124939
CHEMBL155761,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2nc(NCCS(=O)(=O)C)sc2)cc3)c1,8
CHEMBL143212,S(Cc1c([O-])c(OC)cc(/C=C(\C#N)/C(=O)N)c1)c1c2c(ccc1)cccc2,5.7700009
CHEMBL169467,O(C)c1ccc(CC(CO)n2c3ncnc(N)c3c(-c3cc(O)ccc3)c2)cc1,5.4685211
CHEMBL1272223,O=C(C=C)N1Cc2sc3ncnc(N[C@H](CC)c4ccccc4)c3c2CC1,7.3372421
CHEMBL3114689,O=C(/C=C/CN1CC[NH+](C)CC1)N1c2c(OCC1)cc1ncnc(Nc3cc(C#C)ccc3)c1c2,7.7958798
CHEMBL3813876,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=S)NCCC[NH+]2CCOCC2)cc3)c1,6.4089355
CHEMBL3699593,S(=O)(=O)(C)N1CCN(c2cc(OC)c(Nc3nc(Nc4cc(NC(=O)C=C)ccc4)c(C(F)(F)F)cn3)cc2)CC1,7.6989698
CHEMBL3798887,S(C)c1c(Oc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)cc(N3CCN(C(=O)C(C)C)CC3)cc2)nc1,6.7604504
CHEMBL3098317,Clc1nc(Nc2ccc(S(=O)(=O)N)cc2)c2c(n1)cc(OC)c(OC)c2,5.6252518
CHEMBL2178368,N(c1[nH]c2nc(Nc3ccc(N4CC[NH+](C)CC4)cc3)ncc2n1)c1ccccc1,8.3010302
CHEMBL392664,Fc1cc(Cn2ncc3c2ccc(NC2=NC=Nn4c2c(C[NH2+]C2CC[NH2+]CC2)cc4)c3)ccc1,6.9586072
CHEMBL1822061,Clc1ccc(-c2nc(N3C(c4ccc(Cl)cc4)CC(c4ccc(OC)cc4)=N3)sc2)cc1,5.1090202
CHEMBL3040455,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc(C[NH2+]CCSC)cc2)cc3)c1,7.2499547
CHEMBL2283251,Fc1c(NC(=O)/C=C/c2ccccc2)ccc(F)c1,4.9321856
CHEMBL293482,N#CC(C#N)=Cc1[nH]ccn1,3.2740884
CHEMBL2441273,OC1CCC(Nc2nc(Nc3sc4c(n3)ccc(CC)c4)cc(Cc3ccccc3)n2)CC1,6.1999984
CHEMBL293986,Clc1c2c(C(=O)Nc3ccccc3)c(SSc3n(C)c4c(c3C(=O)Nc3ccccc3)c(Cl)ccc4)n(C)c2ccc1,4
CHEMBL1241946,O=C(C)c1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1,5.5528421
CHEMBL597551,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCC(=O)NO)c(OC)c3)c1,8.1487417
CHEMBL3985134,FC(F)(F)c1c(Oc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)c(OC)c(OC)cc2)nc1,7.1870866
CHEMBL3233795,Clc1c(F)ccc(Nc2ncnc3sc(NC(=O)/C=C/CN4CCC5(OCCO5)CC4)cc23)c1,8.6989698
CHEMBL109212,Brc1cc(Nc2c(C#N)cnc3c2cc(OCC)c(OCC)c3)ccc1,6.3799992
CHEMBL293090,Clc1c(F)ccc(Nc2ncnc3c2cc(OCC[NH2+]C)c(OC)c3)c1,8.0969105
CHEMBL207815,Clc1c(F)c(Nc2ncnc3c2cc(CN(C)C2(C(=O)N)CN(CCOC)C2)c(OC)c3)ccc1,8.2218485
CHEMBL1173022,Clc1ccc(C2N(C(=O)C)N=C(c3cc(C)c(C)cc3)C2)cc1,4.7048731
CHEMBL3973862,Brc1c(Oc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)c(OC)c(OC)cc2)nc1,7.1870866
CHEMBL1643971,Clc1c(Oc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)cc(N3CCOCC3)cc2)nc1,8.2596369
CHEMBL2348418,Clc1c(Oc2c3c(scc3)ccc2)ccc(Nc2ncnc3NCCC(C(=O)NCCS(=O)(=O)C)=Cc23)c1,7.3279023
CHEMBL3760023,S(=O)(=O)(C)c1cc(-c2sc3ncnc(N[C@H](C)c4ccccc4)c3c2)ccc1,7.5850267
CHEMBL111033,O(C)c1c(OC)cc2ncc(C#N)c(Nc3cc(C#N)ccc3)c2c1,4.8499999
CHEMBL589119,ClCCN(CCCl)c1ccc(C(=O)N(CCCC)CCCC)cc1,4.506124
CHEMBL3622658,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)/C=C/CN2CC[SH0](=O)CC2)c(O[C@@H]2COCC2)c3)c1,6.9609828
CHEMBL3219503,Clc1c(F)ccc(Nc2ncnc3c2cc(c(OC)c3)B2OC(C)(C)C(C)(C)O2)c1,6.2839966
CHEMBL1094492,O(CCc1ccc(O)cc1)c1cc2c(n(CCCCCc3ccc(OC)cc3)c3c2CC([NH3+])CC3)cc1,5.8632793
CHEMBL3663936,O=C(C=C)N1C[C@H](Oc2c(CC)nc(C(=O)N)c(Nc3cc(C)c(N4CCC(N5CC[NH+](C)CC5)CC4)cc3)n2)CCC1,8.9208183
CHEMBL3671511,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)NC(CC)C)c3)cc1,7.6989698
CHEMBL2070197,Brc1cc(Nc2ncnc3c2cc(NCc2cc4OCOc4cc2)cc3)ccc1,6.2006593
CHEMBL3633775,Clc1c(Cl)ccc(Oc2c(Cl)cc(Nc3ncnc4c3cc(NC(=O)N)cc4)cc2)c1,6.2652001
CHEMBL3235204,Clc1ccc(Oc2c(/C=N/NC(=O)Cn3c(C)ncc3[N+](=O)[O-])cc3c(n2)ccc(C)c3)cc1,5.0624819
CHEMBL589590,Brc1c(O)c(CN(C(=S)Nc2ccccc2)CCCC)cc(Br)c1,4.4956651
CHEMBL162053,Brc1cc(Nc2ncnc3c2cc(N(CC[NH+](C)C)C)nc3)ccc1,8.0915146
CHEMBL1241674,Oc1cc2c([nH]c(-c3nn(C(C)C)c4ncnc(N)c34)c2)cc1,5.3565474
CHEMBL301483,Clc1c(c(Cl)ccc1)-c1c(NC(=O)NCC)nc2nc(NCCCC[NH+](CC)CC)ncc2c1,5.8996296
CHEMBL4062178,Clc1c(N2C(=O)N([C@@H]3CN(C(=O)CO)CC3)c3nc(Nc4cc(C)c(N5CC[NH+](C)CC5)cc4)ncc3C2)cccc1,8.1549015
CHEMBL502015,Brc1cc(Nc2nc(N)nc3[nH]c(Cc4cc5c(cc4)cccc5)cc23)ccc1,5.9065785
CHEMBL420885,Clc1cc(Nc2ncnc3[nH]nc(-c4ccc(NC(=O)OC(C)(C)C)cc4)c23)ccc1,6.5686364
CHEMBL3355873,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCn2c([N+](=O)[O-])ncc2)c(OC)c3)c1,8.5157003
CHEMBL3671503,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCC[NH2+]C)c3)cc1,7.0177288
CHEMBL3742200,Clc1ccc(-n2nc3C(=O)NN=C(c4c(c(-c5ccccc5)[nH]c4)-c4ccccc4)c3c2)cc1,5.3575354
CHEMBL2312654,Clc1cc(Cl)cc(Nc2nc(NC3CCC([NH+](C)C)CC3)c(-c3onc(C)c3)cn2)c1,6.2291479
CHEMBL67027,O(C)c1c(OC)ccc(/C=C(\C#N)/c2cnccc2)c1,6.154902
CHEMBL128432,Brc1cc(Nc2ncnc3c2cnc(NCC[NH+](C)C)c3)ccc1,7.3499842
CHEMBL3360602,Clc1c(F)ccc(Nc2ncnc3c2cc(OC)c(OCCCn2c([N+](=O)[O-])ncc2)c3)c1,9.1135092
CHEMBL3416621,Brc1sc2ncnc(Nc3ccccc3)c2c1,7.09691
CHEMBL3938494,Clc1c(NC(=O)Nc2c(C)cccc2)ccc(Nc2ncnc3c2cc(OC)c(OCCCN2CC[NH+](C)CC2)c3)c1,7.8239088
CHEMBL3612578,Clc1ccc(Nc2ncnc3c2cc2N(CCCC(=O)OCC)C(=O)Oc2c3)cc1,5.9208188
CHEMBL338944,Clc1cc(C(=O)N(C)[C@@H]2[C@H](OC)[C@@]3(C)O[C@H](n4c5c6n3c3c(c6c6c(C(=O)NC6)c5c5c4cccc5)cccc3)C2)ccc1,5.3372421
CHEMBL2425085,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCC[NH+]2CC(OC)C2)c(OC)c3)c1,7.4685211
CHEMBL438075,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C#Cc3ccc(NC(=O)C)cc3)cncn2)c1,4.6003261
CHEMBL387207,S(=O)(=O)(CCNCc1oc(-c2cc3c(Nc4cc(C(F)(F)F)c(OCc5ccccc5)cc4)ncnc3cc2)cc1)C,6.7958798
CHEMBL3699604,FC(F)(F)c1c(Nc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)cc(N3CCN(C(=O)OC)CC3)cc2)nc1,7.6989698
CHEMBL3775285,Fc1cc(Nc2ncnc3c2cc2N(CCC[NH+]4CCOCC4)C(=O)COc2c3)ccc1,6.6106567
CHEMBL161895,N(CCc1[nH]cnc1)c1ncc2ncnc(Nc3cc(C)ccc3)c2c1,8.8860569
CHEMBL372112,O=C(OCC)c1c(CC)c2C(Nc3cc4c([nH]nc4)cc3)=NC=Nn2c1,7.3010302
CHEMBL1958209,Brc1ccc(C2=NN(C=3SCC(=O)N=3)C(c3ccc(Br)cc3)C2)cc1,5.6925039
CHEMBL4098591,Clc1c(N2C(=O)N([C@H]3CN(C(=O)CC)CC3)c3nc(Nc4cc(C)c(N5CC[NH+](C)CC5)cc4)ncc3C2)cccc1,7.630784
CHEMBL3355874,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCCn2c([N+](=O)[O-])ncc2)c(OC)c3)c1,9.0506096
CHEMBL418907,S(=O)(=O)(Oc1c(OC)cc(/C=C/[N+](=O)[O-])cc1)c1ccc(C(=O)[O-])cc1,5.5528421
CHEMBL352954,Nc1ncnc2n(C3CCCC3)cc(-c3ccccc3)c12,6.3010302
CHEMBL360190,Brc1c([O-])c2Oc3c(Br)cc(cc3)CC(N=O)=C([O-])NCCc3cc(Br)c([O-])c(Oc4c(Br)cc(cc4)/C=C/NC([O-])=C(N=O)Cc(c1)c2)c3,5.8239088
CHEMBL2148045,Clc1c(Oc2cc(C(F)(F)F)ccc2)ccc(Nc2ncnc3c2n(CCNC(=O)CS(=O)(=O)CC)cc3)c1,7.5086384
CHEMBL2426287,Clc1c(-c2c3c([nH]c2)cccc3)nc(Nc2c(OC)ccc(NC(=O)/C=C/C[NH+](C)C)c2)nc1,5.8096681
CHEMBL2335019,FC(F)(F)c1c(F)ccc(Nc2nc(NC(=O)C(C)(C)C)nc3[nH]c(CCc4ncccc4)cc23)c1,4.5702477
CHEMBL1089524,Brc1cc(Nc2c3c([nH+]cc2)ccc(NC(=O)CCC[NH+](C)C)c3)ccc1,8.7695513
CHEMBL1241580,Clc1c(O)cc(-c2nn(C3CCC3)c3ncnc(N)c23)cc1,5.939302
CHEMBL77869,O(C)c1c(O)ccc(C=C(C#N)C#N)c1,3.6989701
CHEMBL343887,O=C(NCCN1CCN(C(=O)/C(/C#N)=C/c2cc(O)c([O-])cc2)CC1)/C(/C#N)=C/c1cc(O)c([O-])cc1,5.6575775
CHEMBL461869,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(C#C[C@@H]2NC[C@@H](OC(=O)NCC)C2)c3)c1,7.3010302
CHEMBL382823,Clc1c(F)c(Nc2ncnc3c2cc(CN([C@H](C(=O)N)C)CCOC)c(OC)c3)ccc1,8
CHEMBL3622630,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(O[C@@H]2COCC2)c3)cc1,6.9168558
CHEMBL3910361,BrCC(=O)OCCN1C(=O)Oc2c1cc1c(Nc3cc(C#C)ccc3)ncnc1c2,5.2839966
CHEMBL308672,Clc1cc(F)c(Nc2ncnc3NC(=O)/C(=C\c4c(C)cc(C(=O)NCC[NH+](CC)CC)[nH]4)/c23)cc1,6.3467875
CHEMBL473748,Brc1cc(Cc2ncnc3c2cc(NC(=O)C=C)c(OCCCC[NH+](C)C)c3)ccc1,8.4100504
CHEMBL270713,Brc1c(NCC[NH+](C)C)c(Nc2ncnc3c2cncc3)ccc1,7.3399887
CHEMBL3699594,Clc1c(Oc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OCC)cc(N3CCN(C(OC(C)(C)C)=O)CC3)cc2)nc1,7.6989698
CHEMBL3806213,Clc1c(F)ccc(Nc2ncnc3c2c2OCCOc2c(OCC2OCCC2)c3)c1,7.6179829
CHEMBL309937,N(c1ncnc2[nH]c(C)c(C)c12)c1ccc(CC)cc1,4.1106982
CHEMBL1829271,Brc1cc(CC(=O)NS(=O)(=O)c2ccccc2)ccc1,4.607655
CHEMBL3671533,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)CC[NH+](C)C)c3)cc1,8.0457573
CHEMBL589826,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCCCC=C)c(OC)c3)c1,7.4867826
CHEMBL473437,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(-c2[nH]c(C[NH+](C)C)cc2)c3)c1,8.3979397
CHEMBL101253,Clc1ccc(Nc2nnc(Cc3ccncc3)c3c2cccc3)cc1,6.3394189
CHEMBL107472,Clc1c(c(Cl)ccc1)C=1C(=O)N(C)c2nc(NC)ncc2C=1,5.124939
CHEMBL1077068,S(=O)(=O)(N=C1N=CC=CN1)c1ccc(Nc2nc(C)c(C(=O)Nc3cc(N(O)[O-])ccc3)c(-c3c(O)cc(O)cc3)n2)cc1,4.0540395
CHEMBL1088240,Clc1c(OC)cc(Nc2c(C#N)cnc3c2cc(OC)c(/C=C/CCN2CC[NH+](C)CC2)c3)c(Cl)c1,5.4814858
CHEMBL1092382,Brc1cc(Nc2c3c([nH+]cc2)ccc(NC(=O)CC)c3)ccc1,7.7958798
CHEMBL1094195,FC(F)(F)c1cc(-c2ccc(Cn3c4c(c(CC[NH3+])c3)cc(OCCc3ccc(O)cc3)cc4)cc2)ccc1,5.9746943
CHEMBL1094825,FC(F)(F)c1ccc(CCCCCn2c3c(c4c2CCC([NH3+])C4)cc(OCCc2ccc(O)cc2)cc3)cc1,5.5606675
CHEMBL109503,FC(F)(F)c1cc(Nc2c(C#N)cnc3c2cc(OC)c(OC)c3)ccc1,5.8400002
CHEMBL1095445,Clc1c(Cc2[nH]c3nc(N)nc(Nc4cc(C(F)(F)F)ccc4)c3c2)ccc(Cl)c1,4.5654311
CHEMBL109575,Brc1c(Nc2c(C#N)cnc3c2cc(OC)c(OC)c3)cccc1,5.3800006
CHEMBL1095761,Brc1cc(Nc2nc(N)nc3[nH]c(Cc4c(Cl)cc(Cl)cc4)cc23)ccc1,6.6989698
CHEMBL109625,O(C)c1c(OC)cc2ncc(C#N)c(Nc3cc(C(C)C)ccc3)c2c1,4.21
CHEMBL1097368,N(c1ncnc2[nH]c(CCc3ccccc3)cc12)c1cc2c([nH]cc2)cc1,4.2510371
CHEMBL111664,Clc1cc(F)c(Nc2c(C#N)cnc3c2cc(OC)c(OC)c3)cc1,4.8600001
CHEMBL113023,Clc1c(c(Cl)ccc1)C=1C(=O)N(C)c2nc(Nc3cc(C)c(OC)cc3)ncc2C=1,6.6020598
CHEMBL113070,Clc1c(c(Cl)ccc1)C=1C(=O)N(C)c2nc(Nc3ccc(CCCC(=O)[O-])cc3)ncc2C=1,7.09691
CHEMBL114490,Clc1c(F)ccc(Nc2c(C#N)cnc3c2cc(NC(=O)/C=C/C[NH+](C)C)c(OC)c3)c1,5.6345119
CHEMBL115895,S(Cc1c([O-])c(OC)cc(/C=C(\C#N)/C(=O)N)c1)c1c(NC(=O)C)cccc1,5.251812
CHEMBL116423,Oc1c(O)cc(C=C(C#N)C#N)cc1C,5.251812
CHEMBL116547,S(Cc1c([O-])c(OC)cc(C=C(C#N)C(=O)c2cc(O)c([O-])cc2)c1)Cc1ccccc1,6.124939
CHEMBL116595,S(Cc1c([O-])c(OC)cc(/C=C(\C#N)/C(=O)N)c1)c1ccccc1,6.3999968
CHEMBL116748,O=[N+]([O-])c1cc2ncnc(NCc3ccccc3)c2cc1,5.2291479
CHEMBL116919,O(C)c1ccc(CNc2ncnc3c2cccc3)cc1,5
CHEMBL1169856,S=C(N)N1C(c2c(F)cccc2)CC(c2cc(C)c(C)cc2)=N1,5.2848325
CHEMBL1171822,Clc1c(Cl)ccc(C2=NN(C(=O)C)C(c3ccc(C)cc3)C2)c1,4.7139931
CHEMBL1172419,Clc1c(Cl)ccc(C2=NN(C(=O)C)C(c3ccccc3)C2)c1,4.5422692
CHEMBL1172773,O=C(Nc1ccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)cc1)C=C,7.0861859
CHEMBL1172915,Clc1c(Cl)ccc(C2=NN(C(=S)N)C(c3ccc(OC)cc3)C2)c1,5.2410879
CHEMBL1172916,Clc1c(Cl)ccc(C2=NN(C(=S)N)C(c3ccc(C)cc3)C2)c1,5.1319437
CHEMBL1172947,Brc1c(/C=C/C(=O)OCCn2c(C)ncc2[N+](=O)[O-])cccc1,4.6140366
CHEMBL1172951,Fc1cc(/C=C/C(=O)OCCn2c(C)ncc2[N+](=O)[O-])ccc1,4.9058785
CHEMBL1172957,S(=O)(=O)(N)c1ccc(Nc2nc(N3CCOCC3)nc3[nH]cnc23)cc1,5
CHEMBL1172980,Clc1c(Cl)ccc(C2=NN(C(=S)N)C(c3ccc(Cl)cc3)C2)c1,5.135489
CHEMBL1173014,O=[N+]([O-])c1n(CCOC(=O)/C=C/c2cc(OC)ccc2)c(C)nc1,4.8579235
CHEMBL1173023,Brc1ccc(C2N(C(=O)C)N=C(c3cc(C)c(C)cc3)C2)cc1,4.6859221
CHEMBL1173249,Clc1c(Cl)ccc(C2=NN(C(=O)C)C(c3ccc(F)cc3)C2)c1,4.7363639
CHEMBL1173251,Brc1c(Br)ccc(C2=NN(C(=S)N)C(c3c(Cl)cccc3)C2)c1,4.9115095
CHEMBL117326,Clc1c(F)ccc(Nc2c(C#N)cnc3c2cc(NC(=O)C(C[NH+](C)C)=C)c(OCC)c3)c1,6.251812
CHEMBL1173319,O=C(C)N1C(c2ccc(C)cc2)CC(c2cc(C)c(C)cc2)=N1,4.7572103
CHEMBL1173398,O=C(C)N1C(c2ccccc2)CC(c2cc(C)c(C)cc2)=N1,4.6981025
CHEMBL1173455,S=C(N)N1C(c2ccc(F)cc2)CC(c2cc(C)c(C)cc2)=N1,6.0809221
CHEMBL1173653,O=[N+]([O-])c1n(CCOC(=O)/C=C/c2ccc(C)cc2)c(C)nc1,5.0909791
CHEMBL1173813,S=C(N)N1C(c2ccc(C)cc2)CC(c2cc(C)c(C)cc2)=N1,6.4685211
CHEMBL1173814,S=C(N)N1C(c2ccc(OC)cc2)CC(c2cc(C)c(C)cc2)=N1,7.154902
CHEMBL118130,Clc1cc(Nc2ncnc3[nH]nc(-c4ccc(O)cc4)c23)ccc1,8.2218485
CHEMBL119708,O=[N+]([O-])c1c2c(NCc3ccccc3)ncnc2ccc1,5.09691
CHEMBL120069,Clc1cc(Nc2n[nH]c3ncnc(Nc4cc(C)ccc4)c23)ccc1,6.8860564
CHEMBL1202061,O=C(OCC)C(=O)Oc1ccc(C2=C(C(=O)OCC)Oc3c(c([O-])cc(O)c3)C2=O)cc1,6
CHEMBL1202478,Brc1cc(F)c(Nc2ncnc3c2cc(OC)c(OC/C=C/C[NH+]2CCCC2)c3)cc1,7
CHEMBL1204168,Brc1cc(Nc2ncnc3c2cc(OC)c(OC)c3)ccc1,9.1804562
CHEMBL120667,Clc1cc(Nc2ncnc3n(C)c(C)c(C)c23)ccc1,3.3467875
CHEMBL121190,Clc1cc(Nc2n[nH]c3ncnc(N)c23)ccc1,6.7958798
CHEMBL1221700,O=C(Nc1cc2c(Nc3ccc(C(C)(C)C)cc3)ncnc2cc1)C=C,6.1617808
CHEMBL122411,Clc1cc(Nc2ncnc3[nH]nc(Nc4ccc(OC)cc4)c23)ccc1,7.5228786
CHEMBL123189,Clc1cc(Nc2ncnc3[nH]nc(NCc4cc(OC)ccc4)c23)ccc1,8.0969105
CHEMBL1240553,O(C)c1c(OC)ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)c1,5.4814858
CHEMBL1240565,Nc1ncnc2n(C)nc(-c3cnc4[nH]ccc4c3)c12,4.8239088
CHEMBL1241484,Clc1c(O)cc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,6.801343
CHEMBL1241491,Nc1ncnc2n(C3CCCC3)nc(-c3cc4c(occ4)cc3)c12,6.2403321
CHEMBL1241581,O(C)c1c(N)ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)c1,7.0757208
CHEMBL1241586,O=C1Nc2c(N1)ccc(-c1nn(C(C)C)c3ncnc(N)c13)c2,6.0282602
CHEMBL1241587,Nc1ncnc2n(C(C)C)nc(-c3cc4c(OCC4)cc3)c12,5.3010302
CHEMBL1241675,Nc1ncnc2n(C3CCCC3)nc(C3=Cc4[nH+]ccn4C=C3)c12,4.9208188
CHEMBL1241677,Clc1c(O)cc(-c2nn([C@H]3C[NH2+]CC3)c3ncnc(N)c23)cc1,4.9065785
CHEMBL1241684,O=Cc1cc2c(sc(-c3nn(C(C)C)c4ncnc(N)c34)c2)cc1,4
CHEMBL1241768,Clc1c(O)cc(-c2nn([C@H]3COCC3)c3ncnc(N)c23)cc1,5.8538718
CHEMBL1241772,N#Cc1ncc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,4
CHEMBL1241862,Clc1c(C(=O)N)ccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,4
CHEMBL1241944,Oc1c(C#N)ccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,5.5850267
CHEMBL1241950,N(N)=C1Nc2c(cc(-c3nn(C(C)C)c4ncnc(N)c34)cc2)C=C1,5.154902
CHEMBL1242030,S(=O)([O-])(=Nc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1)C,4.8927898
CHEMBL1242114,O(C)c1c(O)cc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,5.6595559
CHEMBL1242115,O=C(NC=1SCC[NH+]=1)c1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1,6.2373214
CHEMBL1242208,Nc1ncnc2n(C(C)C)nc(-c3cc4c(cc3)ccnc4)c12,4
CHEMBL1242381,O(C)c1c(OC)ccc(-c2nn(C[C@H](CO)C)c3ncnc(N)c23)c1,4.7447276
CHEMBL1242472,O(CC)c1c(OC)cc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,5.2254829
CHEMBL1242656,Fc1c(O)cc(-c2nn(C3CC(C)CC3)c3ncnc(N)c23)cc1,6.4365191
CHEMBL1242658,Fc1c(O)cc(-c2nn([C@H]3C[NH2+]CC3)c3ncnc(N)c23)cc1,4.8068752
CHEMBL1242660,O(C)c1c(OC)cc(-c2nn(C(C)C)c3ncnc(N)c23)cc1OC,5.2890368
CHEMBL1242844,Fc1c(O)cc(-c2nn(CC3CC[NH2+]CC3)c3ncnc(N)c23)cc1,4
CHEMBL1242848,Oc1c(N)ccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,5.6736641
CHEMBL1243254,Clc1c(F)ccc(Nc2c(C#N)cnc3c2cc(NC(=O)/C=C/C[NH+](Cc2ccc(F)cc2)C)c(OCC)c3)c1,9.2441254
CHEMBL1243346,Clc1c(F)ccc(Nc2c(C#N)cnc3c2cc(NC(=O)/C=C/c2nnn(CCF)c2)c(OCC)c3)c1,8.3925447
CHEMBL1254363,Brc1cc(N(C)c2nc(N)nc3[nH]c(Cc4c(C)cccc4)cc23)ccc1,4.5058455
CHEMBL1254523,Brc1cc(N(C)c2nc(N)nc3n(C)c(Cc4c(OC)ccc(OC)c4)cc23)ccc1,6.3010302
